,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,SensorTime,Time,Label,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az,Xgd,Ygd,Zgd,Xad,Yad,Zad,Xgdd,Ygdd,Zgdd,Xadd,Yadd,Zadd
10,0.0,0.11,-0.06,7.44,0.06,-4.38,-9.12,2.29,2.26,0.61,-0.05,-0.78,0.14,452892,2728,W,-0.069591574,-1.82223585,0.931941545,2.774890376,-0.280449713,-0.403098023,0.001025641,-0.004102564,0.004615385,0.0,0.0,0.0,-2.63e-05,0.000105194,-0.000118343,2.63e-05,0.000124918,4.6e-05
11,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.12,2.29,2.26,0.61,-0.05,-0.78,0.14,452931,2767,W,-0.389810033,-2.577741855,0.435089076,2.785198722,-0.245765253,-0.36671112,0.0,0.0,0.0,0.001025641,0.004871795,0.001794872,0.0,0.0,0.0,-2.63e-05,-7.77e-05,-1.9e-05
12,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.08,2.48,2.33,0.61,-0.05,-0.78,0.14,452970,2806,W,-0.750084364,3.000772189,0.091909295,2.786653726,-0.253194339,-0.351118559,0.0,0.0,0.0,0.0,0.001842105,0.001052632,-3.46e-05,4.16e-05,-5.54e-05,0.0,-4.85e-05,-2.77e-05
13,0.04,-0.05,0.12,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453008,2844,W,-1.121007583,2.199974581,-0.078683545,2.785718114,-0.280599653,-0.354276017,-0.001315789,0.001578947,-0.002105263,0.0,0.0,0.0,4.81e-05,-2.81e-05,6.89e-05,0.0,0.0,0.0
14,-0.01,0.01,0.04,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453046,2882,W,-1.470748717,1.162620315,0.067187143,2.785403941,-0.304431982,-0.365032051,0.000512821,0.000512821,0.000512821,0.0,0.0,0.0,-1.31e-05,-1.31e-05,-1.31e-05,2.63e-05,0.0,-4.6e-05
15,0.01,0.03,0.06,7.44,0.06,-4.38,-9.08,2.55,2.37,0.61,-0.05,-0.78,0.14,453085,2921,W,-1.750427086,0.191871507,0.808893002,2.784960937,-0.306438841,-0.371897815,0.0,0.0,0.0,0.001025641,0.0,-0.001794872,0.0,0.0,0.0,-5.48e-05,-2.14e-05,4.6e-05
16,0.01,0.03,0.06,7.44,0.06,-4.38,-9.04,2.55,2.3,0.61,-0.05,-0.78,0.14,453124,2960,W,-1.882203703,-0.437255077,1.603115428,2.781529163,-0.279056906,-0.370094831,0.0,0.0,0.0,-0.001111111,-0.000833333,0.0,-2.78e-05,-2.78e-05,6.25e-05,3.09e-05,2.31e-05,0.0
17,0.01,0.03,0.06,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453160,2996,W,-1.809856578,-0.838309799,1.814692208,2.774381755,-0.235732113,-0.362538715,-0.001,-0.001,0.00225,0.0,0.0,0.0,2.5e-05,2.5e-05,-5.63e-05,0.0,0.0,0.0
18,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453200,3036,W,-1.809164617,-1.167359333,1.831494649,2.77176103,-0.195872154,-0.347218804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0001375,1.88e-05
19,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.08,2.52,2.3,0.61,-0.05,-0.78,0.14,453240,3076,W,-2.112453116,-1.412321417,1.80561009,2.793172756,-0.157403845,-0.305243782,0.0,0.0,0.0,0.002,0.0055,0.00075,0.0,0.0,0.0,-5e-05,-8.75e-05,6.25e-06
20,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.0,2.74,2.33,0.61,-0.05,-0.78,0.14,453280,3116,W,-2.560943807,-1.504665583,1.719718701,2.861545258,-0.086222416,-0.194324192,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,2.63e-05,2.63e-06,-5.13e-05
21,-0.03,-0.01,0.15,7.44,0.06,-4.38,-9.0,2.82,2.37,0.61,-0.05,-0.78,0.14,453320,3156,W,-3.064851481,-1.483726123,1.571662794,2.973820188,-0.017882996,-0.062303682,0.0,0.0,0.0,0.001052632,0.002105263,-0.001052632,-2.02e-05,-7.42e-05,0.000249663,-2.77e-05,-5.54e-05,2.77e-05
22,-0.03,-0.01,0.15,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453358,3194,W,2.69509291,-1.486703836,1.377037957,3.076268573,-0.055343176,-0.029433393,-0.000769231,-0.002820513,0.009487179,0.0,0.0,0.0,-6.57e-05,-4.6e-05,0.000124918,0.0,0.0,0.0
23,-0.06,-0.12,0.52,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453397,3233,W,2.198791703,-1.616642095,1.138999278,3.105546608,-0.216055092,-0.113973061,-0.003333333,-0.004615385,0.014358974,0.0,0.0,0.0,8.55e-05,0.000118343,-0.000368179,-0.000808679,4.6e-05,0.000276134
24,-0.19,-0.3,1.08,7.44,0.06,-4.38,-8.96,2.9,2.33,0.61,-0.05,-0.78,0.14,453436,3272,W,1.78364178,-1.869683613,0.852842032,3.047025501,-0.467748087,-0.278002655,0.0,0.0,0.0,-0.031538462,0.001794872,0.010769231,0.0,0.0,0.0,-0.000223537,0.000690335,0.000131492
25,-0.19,-0.3,1.08,7.44,0.06,-4.38,-10.19,2.97,2.75,0.61,-0.05,-0.78,0.14,453475,3311,W,1.491801212,-2.195072195,0.525266406,2.922977637,-0.784669203,-0.484277081,0.0,0.0,0.0,-0.04025641,0.028717949,0.015897436,0.0005,0.000179487,0.001435897,0.001032216,-0.000736358,-0.000407627
26,-0.19,-0.3,1.08,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453514,3350,W,1.360469472,-2.556234326,0.165916318,2.760538507,-1.166382973,-0.693518153,0.0195,0.007,0.056,0.0,0.0,0.0,-0.0008375,-0.00109375,-0.00148125,0.0,0.0,0.0
27,0.59,-0.02,3.32,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453554,3390,W,1.360421962,-2.935006321,-0.215628494,2.583181734,-1.649257169,-0.849698234,-0.014,-0.03675,-0.00325,0.0,0.0,0.0,0.00035,0.00091875,8.12e-05,0.0008625,-0.00364375,-0.0023
28,0.03,-1.49,3.19,7.44,0.06,-4.38,-11.76,4.09,3.37,0.61,-0.05,-0.78,0.14,453594,3430,W,1.331628721,2.962322503,-0.610739355,2.414099995,-2.333510412,-0.823607526,0.0,0.0,0.0,0.0345,-0.14575,-0.092,0.0,0.0,0.0,-0.000582012,0.004137652,0.004007317
29,0.03,-1.49,3.19,7.44,0.06,-4.38,-10.38,-1.74,-0.31,0.61,-0.05,-0.78,0.14,453634,3470,W,1.167787594,2.579224535,-1.011885974,2.283385897,2.977727614,-0.363419073,0.0,0.0,0.0,0.011219512,0.019756098,0.068292683,0.0,0.0,0.0,0.001697349,0.000678329,-0.00191617
30,0.03,-1.49,3.19,7.44,0.06,-4.38,-9.92,-0.93,2.49,0.61,-0.05,-0.78,0.14,453675,3511,W,0.89247106,2.211509348,-1.412499337,2.241613557,2.089928385,0.046971089,0.0,0.0,0.0,0.080810811,0.047567568,-0.01027027,0.00045045,0.001060291,-0.002772003,-0.002184076,-0.00128561,0.000277575
31,0.03,-1.49,3.19,7.44,0.06,-4.38,-6.93,0.83,2.11,0.61,-0.05,-0.78,0.14,453712,3548,W,0.551051927,1.880205848,-1.806401043,2.364777902,1.486382077,0.048162237,0.016666667,0.039230769,-0.102564103,0.0,0.0,0.0,-0.00042735,-0.001005917,0.002629849,-0.000519231,0.001519231,0.000833333
32,0.68,0.04,-0.81,7.44,0.06,-4.38,-6.93,0.83,2.11,0.61,-0.05,-0.78,0.14,453751,3587,W,0.172549703,1.631458158,-2.187194095,2.640580528,1.037279014,-0.100204066,0.0,0.0,0.0,-0.02025,0.05925,0.0325,5.62e-05,-0.0004375,-0.00050625,0.00050625,-0.00148125,-0.0008125
33,0.68,0.04,-0.81,7.44,0.06,-4.38,-7.74,3.2,3.41,0.61,-0.05,-0.78,0.14,453791,3627,W,-0.223250745,1.587945524,-2.546843864,2.846554576,0.668688995,-0.279050305,0.00225,-0.0175,-0.02025,0.0,0.0,0.0,-5.62e-05,0.0004375,0.00050625,-0.000512821,0.002307692,-0.001032051
34,0.77,-0.66,-1.62,7.44,0.06,-4.38,-7.74,3.2,3.41,0.61,-0.05,-0.78,0.14,453831,3667,W,-0.62160902,1.870659519,-2.874646155,2.897197977,0.356131743,-0.432142397,0.0,0.0,0.0,-0.020512821,0.092307692,-0.041282051,0.0,0.0,0.0,0.000681165,-0.002569293,0.001497111
35,0.77,-0.66,-1.62,7.44,0.06,-4.38,-8.54,6.8,1.8,0.61,-0.05,-0.78,0.14,453870,3706,W,-1.010812913,2.021890726,3.124389717,2.86410239,0.091231041,-0.525852238,0.0,0.0,0.0,0.006052632,-0.007894737,0.017105263,-0.000250321,0.000205392,-4.49e-05,-0.00015928,0.000207756,-0.000450139
36,0.77,-0.66,-1.62,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453908,3744,W,-1.383803373,1.867995399,2.901803862,2.811356112,-0.120241341,-0.537688371,-0.009512195,0.007804878,-0.001707317,0.0,0.0,0.0,-1.19e-05,3.51e-06,9.79e-05,0.0,0.0,0.0
37,0.38,-0.34,-1.69,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453949,3785,W,-1.753000627,1.573159552,2.765677484,2.767394973,-0.245559367,-0.449621766,-0.01,0.007948718,0.002307692,0.0,0.0,0.0,0.00025641,-0.000203813,-5.92e-05,0.000294872,-0.00049359,-2.56e-05
38,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-8.31,6.5,2.45,0.61,-0.05,-0.78,0.14,453988,3824,W,-2.139319273,1.201734018,2.690788557,2.724685565,-0.17724073,-0.215615223,0.0,0.0,0.0,0.0115,-0.01925,-0.001,0.0,0.0,0.0,-0.000364423,0.000558173,7.63e-05
39,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-7.85,5.73,2.41,0.61,-0.05,-0.78,0.14,454028,3864,W,-2.556872084,0.77895498,2.588744372,2.648992211,0.226144786,0.155918468,0.0,0.0,0.0,-0.003076923,0.003076923,0.002051282,0.0,0.0,0.0,5.19e-05,0.000251739,-0.000133569
40,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-7.97,5.85,2.49,0.61,-0.05,-0.78,0.14,454067,3903,W,-3.032172107,0.326256003,2.42110403,2.519046781,0.489590918,0.386149548,0.0,0.0,0.0,-0.001052632,0.012894737,-0.003157895,-0.000197368,0.000407895,-3.29e-05,2.77e-05,-0.000339335,8.31e-05
41,-0.01,-0.03,-1.6,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454105,3941,W,2.687185521,-0.150355003,2.201151575,2.345558299,0.411709482,0.38895551,-0.0075,0.0155,-0.00125,0.0,0.0,0.0,0.000258013,-0.000688782,0.000364583,0.0,0.0,0.0
42,-0.31,0.59,-1.65,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454145,3981,W,2.019519958,-0.674028234,1.943203355,2.154111708,0.183279126,0.25509122,0.002820513,-0.012051282,0.013333333,0.0,0.0,0.0,-7.23e-05,0.000309007,-0.00034188,0.000861275,0.004411571,0.001413544
43,-0.2,0.12,-1.13,7.44,0.06,-4.38,-8.01,6.34,2.37,0.61,-0.05,-0.78,0.14,454184,4020,W,1.27620295,-1.25261042,1.663305486,1.994945108,-0.106824124,0.04938166,0.0,0.0,0.0,0.033589744,0.172051282,0.055128205,0.0,0.0,0.0,0.001301775,-0.00496384,-0.001466141
44,-0.2,0.12,-1.13,7.44,0.06,-4.38,-6.7,13.05,4.52,0.61,-0.05,-0.78,0.14,454223,4059,W,0.520087508,-1.866968547,1.37527306,2.12270188,-0.426393536,-0.189170565,0.0,0.0,0.0,0.084358974,-0.021538462,-0.002051282,0.000923077,-0.00024359,0.001435897,-0.002163051,0.000552268,5.26e-05
45,-0.2,0.12,-1.13,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454262,4098,W,-0.260610139,-2.508671468,1.095879823,-2.686187643,-0.762414535,-0.436218587,0.036,-0.0095,0.056,0.0,0.0,0.0,-0.001875,0.0003625,-0.00228125,0.0,0.0,0.0
46,1.24,-0.26,1.11,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454302,4138,W,-1.189570129,3.08966639,0.853815491,-2.527035858,-1.107147407,-0.674591266,-0.039,0.005,-0.03525,0.0,0.0,0.0,0.000975,-0.000125,0.00088125,-0.003432927,-0.006146341,-0.001030488
47,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-3.41,12.21,4.44,0.61,-0.05,-0.78,0.14,454342,4178,W,-2.338205084,2.350024675,0.707589565,-2.69525273,-1.455415566,-0.883303277,0.0,0.0,0.0,-0.137317073,-0.245853659,-0.041219512,0.0,0.0,0.0,0.003254015,0.005835812,0.000892326
48,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-9.04,2.13,2.75,0.61,-0.05,-0.78,0.14,454383,4219,W,2.878063083,1.581181684,0.752990928,-2.909191771,-1.803079146,-1.02559085,0.0,0.0,0.0,-0.003902439,-0.006585366,-0.004634146,0.000137586,5.94e-05,0.000118824,0.000132705,0.000245046,0.000125536
49,-0.32,-0.06,-0.3,7.44,0.06,-4.38,-9.2,1.86,2.56,0.61,-0.05,-0.78,0.14,454424,4260,W,2.056231689,0.843083919,0.919504379,-3.118658603,-2.146185785,-1.029491889,0.005641026,0.002435897,0.004871795,0.001538462,0.003461538,0.000512821,-7.23e-05,-3.12e-05,-6.25e-05,-6.9e-06,-1.87e-05,-3.22e-05
50,0.12,0.13,0.08,7.44,0.06,-4.38,-9.08,2.13,2.6,0.61,-0.05,-0.78,0.14,454502,4338,W,1.374768344,0.189752919,0.891521917,2.984155646,-2.482358652,-0.807396791,0.0,0.0,0.0,0.001,0.002,-0.002,6.41e-06,-4.49e-05,8.33e-05,-2.5e-05,-5e-05,5e-05
51,0.12,0.13,0.08,7.44,0.06,-4.38,-9.04,2.21,2.52,0.61,-0.05,-0.78,0.14,454542,4378,W,0.7616916,-0.410095517,0.657647244,2.852979945,-2.838776186,-0.490165401,0.00025641,-0.001794872,0.003333333,0.0,0.0,0.0,-6.57e-06,4.6e-05,-8.55e-05,5.26e-05,0.000223537,-9.86e-05
52,0.13,0.06,0.21,7.44,0.06,-4.38,-9.04,2.21,2.52,0.61,-0.05,-0.78,0.14,454581,4417,W,0.198581859,-1.054102904,0.327725435,2.783904927,0.336702656,-0.330714201,0.0,0.0,0.0,0.002051282,0.008717949,-0.003846154,0.0,0.0,0.0,-0.000108037,-0.000355207,0.00031345
53,0.13,0.06,0.21,7.44,0.06,-4.38,-8.96,2.55,2.37,0.61,-0.05,-0.78,0.14,454620,4456,W,-0.298486016,-1.874280282,-0.004233572,2.76931837,0.00907132,-0.308416888,0.0,0.0,0.0,-0.002162162,-0.005135135,0.008378378,-3.56e-05,-6.4e-05,-3.56e-05,5.84e-05,0.000138787,-0.000226443
54,0.13,0.06,0.21,7.44,0.06,-4.38,-9.04,2.36,2.68,0.61,-0.05,-0.78,0.14,454657,4493,W,-0.677947494,-2.871216654,-0.105889472,2.777951325,-0.137860872,-0.346045986,-0.001315789,-0.002368421,-0.001315789,0.0,0.0,0.0,3.46e-05,6.23e-05,3.46e-05,2.7e-05,0.000128205,-2.7e-05
55,0.08,-0.03,0.16,7.44,0.06,-4.38,-9.04,2.36,2.68,0.61,-0.05,-0.78,0.14,454695,4531,W,-0.935769466,2.591819425,1.000204994,2.78172006,-0.160736484,-0.400181668,0.0,0.0,0.0,0.001025641,0.004871795,-0.001025641,0.0,0.0,0.0,-7.89e-05,-9.86e-05,-0.000124918
56,0.08,-0.03,0.16,7.44,0.06,-4.38,-9.0,2.55,2.64,0.61,-0.05,-0.78,0.14,454734,4570,W,-1.232273309,1.976672611,1.431936435,2.781056076,-0.088135202,-0.456487358,0.0,0.0,0.0,-0.002051282,0.001025641,-0.005897436,0.0,0.0,0.0,0.000156547,-2.63e-05,0.000282886
57,0.08,-0.03,0.16,7.44,0.06,-4.38,-9.08,2.59,2.41,0.61,-0.05,-0.78,0.14,454773,4609,W,-1.724110932,1.443512166,1.415590342,2.789687778,0.006822567,-0.50881702,0.0,0.0,0.0,0.004054054,0.0,0.005135135,-2.7e-05,0.000108108,8.78e-05,-0.000109569,0.0,-0.000138787
58,0.08,-0.03,0.16,7.44,0.06,-4.38,-8.93,2.59,2.6,0.61,-0.05,-0.78,0.14,454810,4646,W,-2.423905302,0.93998755,1.370138819,2.813438277,0.089183723,-0.543001253,-0.001,0.004,0.00325,0.0,0.0,0.0,2.5e-05,-0.0001,-8.12e-05,-6.87e-05,0.0002625,-0.0002625
59,0.04,0.13,0.29,7.44,0.06,-4.38,-8.93,2.59,2.6,0.61,-0.05,-0.78,0.14,454850,4686,W,3.107950922,0.447834069,1.333465791,2.854973352,0.169945287,-0.546770207,0.0,0.0,0.0,-0.00275,0.0105,-0.0105,-0.000118421,0.000151316,0.000289474,6.87e-05,-0.0002625,0.0002625
60,0.04,0.13,0.29,7.44,0.06,-4.38,-9.04,3.01,2.18,0.61,-0.05,-0.78,0.14,454890,4726,W,2.412669111,-0.052708799,1.282064903,2.912778068,0.286495985,-0.523756156,-0.004736842,0.006052632,0.011578947,0.0,0.0,0.0,0.000124654,-0.00015928,-0.000304709,0.000209177,0.000310391,0.000128205
61,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.04,3.01,2.18,0.61,-0.05,-0.78,0.14,454928,4764,W,1.756428486,-0.598228864,1.159988302,2.979343913,0.433235264,-0.491678006,0.0,0.0,0.0,0.007948718,0.011794872,0.004871795,0.0,0.0,0.0,-0.000905568,7.96e-06,-0.000300356
62,-0.14,0.36,0.73,7.44,0.06,-4.38,-8.73,3.47,2.37,0.61,-0.05,-0.78,0.14,454967,4803,W,1.117657993,-1.263214622,0.962628312,3.033443457,0.473204001,-0.473890897,0.0,0.0,0.0,-0.027368421,0.012105263,-0.006842105,0.0,0.0,0.0,0.000592016,-0.000419774,0.000227289
63,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.77,3.93,2.11,0.61,-0.05,-0.78,0.14,455005,4841,W,0.493900777,-2.176334786,0.711970102,3.045807687,0.348088349,-0.499416187,0.0,0.0,0.0,-0.004871795,-0.003846154,0.001794872,0.000762301,-0.00040194,0.001053361,0.000124918,9.86e-05,-4.6e-05
64,-0.14,0.36,0.73,7.44,0.06,-4.38,-9.96,3.78,2.18,0.61,-0.05,-0.78,0.14,455044,4880,W,-0.111425575,3.055032725,0.428722072,3.002993405,0.10921355,-0.586840619,0.02972973,-0.015675676,0.041081081,0.0,0.0,0.0,-0.000803506,0.000423667,-0.001110299,-0.000391892,0.001189189,0.000101351
65,0.96,-0.22,2.25,7.44,0.06,-4.38,-9.96,3.78,2.18,0.61,-0.05,-0.78,0.14,455081,4917,W,-0.699287437,2.214800424,0.121267078,2.912472895,-0.195375252,-0.732786122,0.0,0.0,0.0,-0.0145,0.044,0.00375,0.0,0.0,0.0,-0.000360473,0.00017027,-0.000478885
66,0.96,-0.22,2.25,7.44,0.06,-4.38,-10.54,5.54,2.33,0.61,-0.05,-0.78,0.14,455121,4957,W,-1.271263358,1.570308902,-0.205626646,2.790440647,-0.545421511,-0.941088045,0.0,0.0,0.0,-0.028918919,0.050810811,-0.015405405,-0.00067238,8.57e-05,0.00117996,0.000781592,-0.001373265,0.000416362
67,0.96,-0.22,2.25,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455158,4994,W,-1.829146169,1.022977531,-0.546715364,2.654798338,-0.938880062,-1.226548284,-0.024878049,0.003170732,0.043658537,0.0,0.0,0.0,0.000130874,0.000642475,-0.002581797,0.0,0.0,0.0
68,-0.06,-0.09,4.04,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455199,5035,W,-2.374372935,0.525612802,-0.89610867,2.528927544,-1.388918344,-1.610593898,-0.019512195,0.029512195,-0.062195122,0.0,0.0,0.0,0.000475907,-0.00071981,0.001516954,0.001634146,-0.005231707,-0.000634146
69,-0.86,1.12,1.49,7.44,0.06,-4.38,-11.61,7.42,1.76,0.61,-0.05,-0.78,0.14,455240,5076,W,-2.907092092,0.058592271,-1.249183162,2.447649395,-1.933550314,-2.196542233,0.0,0.0,0.0,0.067,-0.2145,-0.026,0.0,0.0,0.0,-0.0012875,0.0052625,0.00026875
70,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.93,-1.16,0.72,0.61,-0.05,-0.78,0.14,455280,5116,W,2.859723157,-0.386796144,-1.60268861,2.465329972,-2.641038696,2.843218859,0.0,0.0,0.0,0.0155,-0.004,-0.01525,0.0,0.0,0.0,-0.000538816,0.000803947,0.000710197
71,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.31,-1.32,0.11,0.61,-0.05,-0.78,0.14,455320,5156,W,2.370509782,-0.813881369,-1.953583666,2.630019233,2.786153873,1.641840825,0.0,0.0,0.0,-0.006052632,0.028157895,0.013157895,0.000762483,-0.000809717,-0.003002699,0.00015928,-0.000740997,-0.00034626
72,-0.86,1.12,1.49,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455358,5194,W,1.929162349,-1.22014715,-2.298646065,2.844510589,2.020575229,1.061097034,0.028974359,-0.030769231,-0.114102564,0.0,0.0,0.0,-0.001005753,0.001032544,0.002714168,0.0,0.0,0.0
73,0.27,-0.08,-2.96,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455397,5233,W,1.55597891,-1.588465787,-2.634905132,2.930653406,1.447818572,0.652394577,-0.01025,0.0095,-0.00825,0.0,0.0,0.0,0.00025625,-0.0002375,0.00020625,-0.00074375,0.0038125,0.00231875
74,-0.14,0.3,-3.29,7.44,0.06,-4.38,-8.54,-0.25,0.61,0.61,-0.05,-0.78,0.14,455437,5273,W,1.250077485,-1.858783906,-2.957941152,2.884177328,1.0072663,0.310068686,0.0,0.0,0.0,-0.02975,0.1525,0.09275,0.0,0.0,0.0,-6.87e-05,-0.00306875,-0.0029125
75,-0.14,0.3,-3.29,7.44,0.06,-4.38,-9.73,5.85,4.32,0.61,-0.05,-0.78,0.14,455477,5313,W,0.972606543,-1.805940699,3.021282422,2.764706028,0.647513721,0.016879156,0.0,0.0,0.0,-0.0325,0.02975,-0.02375,0.0,0.0,0.0,0.001766447,0.000512829,-0.000695724
76,-0.14,0.3,-3.29,7.44,0.06,-4.38,-11.03,7.04,3.37,0.61,-0.05,-0.78,0.14,455517,5353,W,0.656142745,-1.181288105,2.739866841,2.61132209,0.337815074,-0.236348947,0.0,0.0,0.0,0.038157895,0.050263158,-0.051578947,0.000427632,-6.58e-05,0.000361842,-0.001004155,-0.001322715,0.001357341
77,-0.14,0.3,-3.29,7.44,0.06,-4.38,-9.58,8.95,1.41,0.61,-0.05,-0.78,0.14,455555,5391,W,0.260352071,-1.028913503,2.485342778,2.452351252,0.059425642,-0.454124498,0.01625,-0.0025,0.01375,0.0,0.0,0.0,-0.00040625,6.25e-05,-0.00034375,0.001087838,0.001371622,0.001040541
78,0.51,0.2,-2.74,7.44,0.06,-4.38,-9.58,8.95,1.41,0.61,-0.05,-0.78,0.14,455595,5431,W,-0.210999518,-1.223913418,2.259551475,2.320409673,-0.203765008,-0.631791441,0.0,0.0,0.0,0.043513514,0.054864865,0.041621622,0.0,0.0,0.0,-0.000846443,-0.001964047,-0.00123038
