,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direc1ion,Sensor 1ime,1ime,Label
80,0.01,0.09,0.18,53,-136.63,7.31,-8.89,0.25,4.17,0.55,0,-0.83,0.03,411443,3320,0
81,0.01,0.09,0.18,53,-136.63,7.31,-8.62,0.21,4.4,0.55,0,-0.83,0.03,411482,3359,0
82,0.06,0.09,0.22,53,-136.63,7.31,-8.62,0.21,4.4,0.55,0,-0.83,0.03,411523,3400,0
83,0.02,0.05,0.25,53,-136.63,7.31,-8.62,0.21,4.4,0.55,0,-0.83,0.03,411563,3440,0
84,0.02,0.05,0.25,53,-136.63,7.31,-8.85,0.63,4.36,0.55,0,-0.83,0.03,411603,3480,0
85,0.02,0.05,0.25,53,-136.63,7.31,-8.96,0.63,4.24,0.55,0,-0.83,0.03,411644,3521,0
86,0.02,0.05,0.25,53,-136.63,7.31,-8.93,0.78,4.13,0.55,0,-0.83,0.03,411683,3560,0
87,-0.07,0,0.36,53,-136.63,7.31,-8.93,0.78,4.13,0.55,0,-0.83,0.03,411723,3600,0
88,-0.07,0,0.36,53,-136.63,7.31,-9.04,0.82,4.13,0.55,0,-0.83,0.03,411764,3641,0
89,0.02,-0.11,0.68,53,-136.63,7.31,-9.04,0.82,4.13,0.55,0,-0.83,0.03,411805,3682,0
90,0.02,-0.11,0.68,53,-136.63,7.31,-9.31,1.09,4.24,0.55,0,-0.83,0.03,411845,3722,0
91,0.02,-0.11,0.68,53,-136.63,7.31,-9.16,1.47,4.74,0.55,0,-0.83,0.03,411884,3761,0
92,0.63,-0.36,1.74,53,-136.63,7.31,-9.16,1.47,4.74,0.55,0,-0.83,0.03,411925,3802,0
93,1.07,-1.21,3.41,53,-136.63,7.31,-9.16,1.47,4.74,0.55,0,-0.83,0.03,411965,3842,0
94,1.07,-1.21,3.41,53,-136.63,7.31,-15.02,2.89,5.36,0.55,0,-0.83,0.03,412006,3883,0
95,1.07,-1.21,3.41,53,-136.63,7.31,-18.43,2.24,6.2,0.55,0,-0.83,0.03,412046,3923,0
96,1.07,-1.21,3.41,53,-136.63,7.31,-11.27,-6.19,-1.73,0.55,0,-0.83,0.03,412087,3964,0
97,1.07,-1.21,3.41,21.44,-118.56,25.13,-11.27,-6.19,-1.73,0.55,0,-0.83,0.03,412128,4005,0
98,-0.95,0.2,-2.15,21.44,-118.56,25.13,-11.27,-6.19,-1.73,0.55,0,-0.83,0.03,412171,4048,0
99,-0.95,0.2,-2.15,21.44,-118.56,25.13,-6.32,-1.94,1.48,0.55,0,-0.83,0.03,412215,4092,0
100,-0.95,0.2,-2.15,21.44,-118.56,25.13,-11.04,3.27,6.66,0.55,0,-0.83,0.03,412256,4133,0
101,-0.95,0.2,-2.15,21.44,-118.56,25.13,-11.61,4.46,6.35,0.55,0,-0.83,0.03,412298,4175,0
102,-0.95,0.2,-2.15,21.44,-118.56,25.13,-11.8,4.96,5.39,0.55,0,-0.83,0.03,412341,4218,0
103,-0.95,0.2,-2.15,21.44,-118.56,25.13,-10.84,6.03,7.5,0.55,0,-0.83,0.03,412382,4259,0
104,-0.69,1.05,-2.32,21.44,-118.56,25.13,-10.84,6.03,7.5,0.55,0,-0.83,0.03,412425,4302,0
105,-0.59,1.49,-2.33,21.44,-118.56,25.13,-10.84,6.03,7.5,0.55,0,-0.83,0.03,412467,4344,0
106,-0.59,1.49,-2.33,21.44,-118.56,25.13,-7.63,6.61,6.16,0.55,0,-0.83,0.03,412510,4387,0
107,-0.59,1.49,-2.33,21.44,-118.56,25.13,-5.71,7.98,5.55,0.55,0,-0.83,0.03,412553,4430,0
108,-0.59,1.49,-2.33,21.44,-118.56,25.13,-7.05,6.03,6.08,0.55,0,-0.83,0.03,412595,4472,0
109,-0.59,1.49,-2.33,21.44,-118.56,25.13,-8.62,-3.28,3.71,0.55,0,-0.83,0.03,412635,4512,0
110,1.22,-1.02,2.24,21.44,-118.56,25.13,-8.62,-3.28,3.71,0.55,0,-0.83,0.03,412678,4555,0
111,1.08,-0.92,0.96,21.44,-118.56,25.13,-8.62,-3.28,3.71,0.55,0,-0.83,0.03,412720,4597,0
112,1.08,-0.92,0.96,21.44,-118.56,25.13,-10.08,0.7,4.21,0.55,0,-0.83,0.03,412762,4639,0
113,1.08,-0.92,0.96,21.44,-118.56,25.13,-7.93,0.36,6.7,0.55,0,-0.83,0.03,412804,4681,0
114,1.08,-0.92,0.96,21.44,-118.56,25.13,-9.43,0.47,4.32,0.55,0,-0.83,0.03,412845,4722,0
115,1.08,-0.92,0.96,21.44,-118.56,25.13,-8.89,0.4,4.55,0.55,0,-0.83,0.03,412884,4761,0
116,0.1,0.14,0.23,21.44,-118.56,25.13,-8.89,0.4,4.55,0.55,0,-0.83,0.03,412925,4802,0
117,0.04,0.07,0.18,21.44,-118.56,25.13,-8.89,0.4,4.55,0.55,0,-0.83,0.03,412965,4842,0
118,0.01,0.07,0.16,21.44,-118.56,25.13,-8.89,0.4,4.55,0.55,0,-0.83,0.03,413005,4882,0
119,0.01,0.07,0.16,21.44,-118.56,25.13,-8.85,0.55,4.47,0.55,0,-0.83,0.03,413045,4922,0
120,0.01,0.07,0.16,21.44,-118.56,25.13,-8.77,0.55,4.55,0.55,0,-0.83,0.03,413085,4962,0
121,0.01,0.07,0.16,124.75,-127.75,8,-8.77,0.55,4.55,0.55,0,-0.83,0.03,413124,5001,0
122,-0.04,0.01,0.28,124.75,-127.75,8,-8.77,0.55,4.55,0.55,0,-0.83,0.03,413165,5042,0
123,-0.04,0.01,0.28,124.75,-127.75,8,-8.85,0.66,4.4,0.55,0,-0.83,0.03,413207,5084,0
124,0.07,-0.11,0.5,124.75,-127.75,8,-8.85,0.66,4.4,0.55,0,-0.83,0.03,413248,5125,0
125,0.07,-0.11,0.5,124.75,-127.75,8,-9,0.55,4.55,0.55,0,-0.83,0.03,413289,5166,0
126,0.07,-0.11,0.5,124.75,-127.75,8,-9.35,0.63,4.78,0.55,0,-0.83,0.03,413329,5206,0
127,0.63,-0.4,1.69,124.75,-127.75,8,-9.35,0.63,4.78,0.55,0,-0.83,0.03,413371,5248,0
128,0.59,-0.75,2.29,124.75,-127.75,8,-9.35,0.63,4.78,0.55,0,-0.83,0.03,413412,5289,0
129,0.59,-0.75,2.29,124.75,-127.75,8,-11.19,2.05,6.04,0.55,0,-0.83,0.03,413453,5330,0
130,0.59,-0.75,2.29,124.75,-127.75,8,-12.3,1.97,6.81,0.55,0,-0.83,0.03,413494,5371,0
131,0.59,-0.75,2.29,124.75,-127.75,8,-14.64,3.84,8.42,0.55,0,-0.83,0.03,413535,5412,0
132,0.61,-1.45,3.26,124.75,-127.75,8,-14.64,3.84,8.42,0.55,0,-0.83,0.03,413576,5453,0
133,0.61,-1.45,3.26,124.75,-127.75,8,-9.12,-1.79,2.25,0.55,0,-0.83,0.03,413619,5496,0
134,-0.48,0.86,-3.8,124.75,-127.75,8,-9.12,-1.79,2.25,0.55,0,-0.83,0.03,413661,5538,0
135,-0.48,0.86,-3.8,124.75,-127.75,8,-5.55,1.74,3.79,0.55,0,-0.83,0.03,413702,5579,0
136,-0.48,0.86,-3.8,124.75,-127.75,8,-7.63,3.2,5.81,0.55,0,-0.83,0.03,413744,5621,0
137,-0.48,0.86,-3.8,124.75,-127.75,8,-7.47,2.85,5.36,0.55,0,-0.83,0.03,413785,5662,0
138,-1.73,1.56,-3.41,124.75,-127.75,8,-7.47,2.85,5.36,0.55,0,-0.83,0.03,413826,5703,0
139,-1.73,1.56,-3.41,124.75,-127.75,8,-11.34,4.92,8.04,0.55,0,-0.83,0.03,413868,5745,0
140,-1.34,1.05,-2.7,124.75,-127.75,8,-11.34,4.92,8.04,0.55,0,-0.83,0.03,413911,5788,0
141,-1.34,1.05,-2.7,124.75,-127.75,8,-10.65,6.45,6.04,0.55,0,-0.83,0.03,413953,5830,0
142,-1.34,1.05,-2.7,124.75,-127.75,8,-8.89,6.8,6,0.55,0,-0.83,0.03,413995,5872,0
143,-1.34,1.05,-2.7,124.75,-127.75,8,-4.21,9.05,7.08,0.55,0,-0.83,0.03,414036,5913,0
144,-1.34,1.05,-2.7,106.5,-18.56,25.44,-4.21,9.05,7.08,0.55,0,-0.83,0.03,414076,5953,0
145,-1.34,1.05,-2.7,106.5,-18.56,25.44,-4.02,0.78,4.55,0.55,0,-0.83,0.03,414119,5996,0
146,1.02,-1.4,1.61,106.5,-18.56,25.44,-4.02,0.78,4.55,0.55,0,-0.83,0.03,414161,6038,0
147,1.02,-1.4,1.61,106.5,-18.56,25.44,-11.53,1.24,4.36,0.55,0,-0.83,0.03,414202,6079,0
148,1.02,-1.4,1.61,106.5,-18.56,25.44,-9.43,0.89,5.43,0.55,0,-0.83,0.03,414244,6121,0
149,1.02,-1.4,1.61,106.5,-18.56,25.44,-8.51,-0.02,4.86,0.55,0,-0.83,0.03,414284,6161,0
150,1.02,-1.4,1.61,113.19,-39.25,8.44,-8.51,-0.02,4.86,0.55,0,-0.83,0.03,414324,6201,0
151,1.02,-1.4,1.61,113.19,-39.25,8.44,-8.73,0.4,4.66,0.55,0,-0.83,0.03,414366,6243,0
152,0.02,0.07,0.3,113.19,-39.25,8.44,-8.73,0.4,4.66,0.55,0,-0.83,0.03,414406,6283,0
153,0.02,0.07,0.3,113.19,-39.25,8.44,-8.81,0.7,4.55,0.55,0,-0.83,0.03,414446,6323,0
154,0.02,0.07,0.3,113.19,-39.25,8.44,-8.73,0.66,4.59,0.55,0,-0.83,0.03,414485,6362,0
155,0.02,0.07,0.3,113.19,-39.25,8.44,-8.73,0.74,4.51,0.55,0,-0.83,0.03,414524,6401,0
156,-0.05,-0.03,0.25,113.19,-39.25,8.44,-8.73,0.74,4.51,0.55,0,-0.83,0.03,414564,6441,0
157,-0.05,-0.03,0.25,113.19,-39.25,8.44,-8.7,0.82,4.59,0.55,0,-0.83,0.03,414605,6482,0
158,-0.05,-0.03,0.25,113.19,-39.25,8.44,-8.81,0.89,4.47,0.55,0,-0.83,0.03,414646,6523,0
159,-0.05,-0.03,0.25,113.19,-39.25,8.44,-8.85,0.86,4.43,0.55,0,-0.83,0.03,414686,6563,0
160,-0.05,-0.03,0.25,114.63,-46.94,9.63,-8.85,0.86,4.43,0.55,0,-0.83,0.03,414726,6603,0
161,0.29,-0.33,0.9,114.63,-46.94,9.63,-8.85,0.86,4.43,0.55,0,-0.83,0.03,414768,6645,0
162,0.29,-0.33,0.9,114.63,-46.94,9.63,-9.16,1.43,4.89,0.55,0,-0.83,0.03,414810,6687,0
163,0.29,-0.33,0.9,114.63,-46.94,9.63,-10.8,1.85,4.7,0.55,0,-0.83,0.03,414851,6728,0
164,0.29,-0.33,0.9,114.63,-46.94,9.63,-12.26,3.04,5.51,0.55,0,-0.83,0.03,414892,6769,0
165,0.29,-0.33,0.9,114.63,-46.94,9.63,-14.29,3.35,5.74,0.55,0,-0.83,0.03,414932,6809,0
166,0,-1.94,3.71,114.63,-46.94,9.63,-14.29,3.35,5.74,0.55,0,-0.83,0.03,414973,6850,0
167,-0.14,1,-0.26,114.63,-46.94,9.63,-14.29,3.35,5.74,0.55,0,-0.83,0.03,415014,6891,0
168,-0.14,1,-0.26,114.63,-46.94,9.63,-6.21,-1.86,4.74,0.55,0,-0.83,0.03,415057,6934,0
169,-0.14,1,-0.26,114.63,-46.94,9.63,-5.67,0.02,4.82,0.55,0,-0.83,0.03,415098,6975,0
170,-0.14,1,-0.26,114.63,-46.94,9.63,-6.97,2.93,7.04,0.55,0,-0.83,0.03,415139,7016,0
171,-0.14,1,-0.26,114.63,-46.94,9.63,-7.43,5.11,7.88,0.55,0,-0.83,0.03,415179,7056,0
172,-1.27,1.05,-1.94,114.63,-46.94,9.63,-7.43,5.11,7.88,0.55,0,-0.83,0.03,415221,7098,0
173,-1.69,1.22,-1.25,114.63,-46.94,9.63,-7.43,5.11,7.88,0.55,0,-0.83,0.03,415262,7139,0
174,-1.69,1.22,-1.25,114.63,-46.94,9.63,-7.47,8.06,9.03,0.55,0,-0.83,0.03,415303,7180,0
175,-1.69,1.22,-1.25,114.63,-46.94,9.63,-6.13,6.49,6.85,0.55,0,-0.83,0.03,415344,7221,0
176,-1.69,1.22,-1.25,114.63,-46.94,9.63,-6.32,5.76,6.77,0.55,0,-0.83,0.03,415384,7261,0
177,-1.69,1.22,-1.25,91.38,-55.56,24.75,-6.32,5.76,6.77,0.55,0,-0.83,0.03,415424,7301,0
178,-1.69,1.22,-1.25,91.38,-55.56,24.75,-7.47,0.86,4.82,0.55,0,-0.83,0.03,415466,7343,0
179,0.36,-0.72,0.05,91.38,-55.56,24.75,-7.47,0.86,4.82,0.55,0,-0.83,0.03,415507,7384,0
180,0.36,-0.72,0.05,91.38,-55.56,24.75,-8.62,0.63,5.55,0.55,0,-0.83,0.03,415548,7425,1
181,0.36,-0.72,0.05,91.38,-55.56,24.75,-9.92,0.86,3.55,0.55,0,-0.83,0.03,415590,7467,1
182,0.36,-0.72,0.05,91.38,-55.56,24.75,-8.62,0.17,4.82,0.55,0,-0.83,0.03,415629,7506,1
183,0.03,0.06,0.1,91.38,-55.56,24.75,-8.62,0.17,4.82,0.55,0,-0.83,0.03,415670,7547,1
184,0.03,0.06,0.1,91.38,-55.56,24.75,-8.77,0.32,4.55,0.55,0,-0.83,0.03,415711,7588,1
185,-0.05,0.09,0.21,91.38,-55.56,24.75,-8.77,0.32,4.55,0.55,0,-0.83,0.03,415752,7629,1
186,-0.05,0.09,0.21,91.38,-55.56,24.75,-8.85,0.55,4.32,0.55,0,-0.83,0.03,415792,7669,1
187,-0.05,0.09,0.21,91.38,-55.56,24.75,-8.85,0.66,4.36,0.55,0,-0.83,0.03,415832,7709,1
188,-0.09,0.04,0.14,91.38,-55.56,24.75,-8.85,0.66,4.36,0.55,0,-0.83,0.03,415872,7749,1
189,-0.06,0.04,0.06,91.38,-55.56,24.75,-8.85,0.66,4.36,0.55,0,-0.83,0.03,415912,7789,1
190,-0.06,0.04,0.06,91.38,-55.56,24.75,-8.81,0.63,4.36,0.55,0,-0.83,0.03,415952,7829,1
191,-0.06,0.04,0.06,91.38,-55.56,24.75,-8.81,0.63,4.36,0.55,0,-0.83,0.03,415993,7870,1
192,-0.06,0.04,0.06,91.38,-55.56,24.75,-8.96,0.86,4.13,0.55,0,-0.83,0.03,416033,7910,1
193,-0.06,0.04,0.06,91.06,-63.81,22.44,-8.96,0.86,4.13,0.55,0,-0.83,0.03,416073,7950,1
194,-0.06,0.04,0.06,91.06,-63.81,22.44,-9.08,0.59,4.17,0.55,0,-0.83,0.03,416113,7990,1
195,-0.06,0.04,0.06,91.06,-63.81,22.44,-9.31,0.51,3.75,0.55,0,-0.83,0.03,416153,8030,1
196,-0.06,0.04,0.06,91.06,-63.81,22.44,-8.58,2.93,4.05,0.55,0,-0.83,0.03,416194,8071,1
197,-0.06,0.04,0.06,91.06,-63.81,22.44,-9.31,2.85,3.09,0.55,0,-0.83,0.03,416233,8110,1
198,-0.06,0.04,0.06,91.19,-72.88,22.06,-9.31,2.85,3.09,0.55,0,-0.83,0.03,416273,8150,1
199,-3.54,-0.28,1.41,91.19,-72.88,22.06,-9.31,2.85,3.09,0.55,0,-0.83,0.03,416314,8191,1
200,-3.54,-0.28,1.41,91.19,-72.88,22.06,-9.5,-2.36,4.24,0.55,0,-0.83,0.03,416354,8231,1
201,-3.54,-0.28,1.41,91.19,-72.88,22.06,-8.58,-5.66,5.16,0.55,0,-0.83,0.03,416395,8272,1
202,-3.54,-0.28,1.41,91.19,-72.88,22.06,-5.82,-0.06,7.77,0.55,0,-0.83,0.03,416439,8316,1
203,-3.54,-0.28,1.41,91.19,-72.88,22.06,-10.88,0.93,1.68,0.55,0,-0.83,0.03,416479,8356,1
204,0.08,-0.37,-0.04,91.19,-72.88,22.06,-10.88,0.93,1.68,0.55,0,-0.83,0.03,416521,8398,1
205,0.08,-0.37,-0.04,91.19,-72.88,22.06,-7.78,0.51,5.51,0.55,0,-0.83,0.03,416563,8440,1
206,-0.02,0.01,0.05,91.19,-72.88,22.06,-7.78,0.51,5.51,0.55,0,-0.83,0.03,416604,8481,1
207,-0.02,0.01,0.05,91.19,-72.88,22.06,-8.89,0.66,4.17,0.55,0,-0.83,0.03,416644,8521,1
208,-0.02,0.01,0.05,91.19,-72.88,22.06,-8.73,0.66,4.4,0.55,0,-0.83,0.03,416684,8561,1
209,-0.02,0.01,0.05,88.44,-79.5,18.19,-8.73,0.66,4.4,0.55,0,-0.83,0.03,416722,8599,1
210,-0.01,-0.01,0,88.44,-79.5,18.19,-8.73,0.66,4.4,0.55,0,-0.83,0.03,416762,8639,1
211,-0.01,-0.01,0,88.44,-79.5,18.19,-8.81,0.63,4.36,0.55,0,-0.83,0.03,416804,8681,1
212,-0.03,0.07,-0.04,88.44,-79.5,18.19,-8.81,0.63,4.36,0.55,0,-0.83,0.03,416845,8722,1
213,-0.03,0.07,-0.04,88.44,-79.5,18.19,-8.77,0.51,4.32,0.55,0,-0.83,0.03,416886,8763,1
214,-0.03,0.07,-0.04,88.44,-79.5,18.19,-8.85,0.28,4.17,0.55,0,-0.83,0.03,416926,8803,1
215,0,-0.02,-0.01,88.44,-79.5,18.19,-8.85,0.28,4.17,0.55,0,-0.83,0.03,416967,8844,1
216,0,0,-0.1,88.44,-79.5,18.19,-8.85,0.28,4.17,0.55,0,-0.83,0.03,417009,8886,1
217,0,0,-0.1,88.44,-79.5,18.19,-8.85,0.28,4.21,0.55,0,-0.83,0.03,417049,8926,1
